obs_id,station_id,year,month,tmax_c,tmin_c,af_days,rain_mm,sun_hours
valley_2013_11,valley,2013,11,10.6,6.3,0.0,35.8,48.5
valley_2013_12,valley,2013,12,10.4,6.6,0.0,131.0,34.7
valley_2014_01,valley,2014,1,9.1,4.9,1.0,159.2,34.3
valley_2014_02,valley,2014,2,9.0,5.1,0.0,102.6,72.3
valley_2014_03,valley,2014,3,11.1,5.2,0.0,54.0,121.9
valley_2014_04,valley,2014,4,13.3,7.4,0.0,36.0,172.2
valley_2014_05,valley,2014,5,15.0,9.4,0.0,92.8,157.8
valley_2014_06,valley,2014,6,18.0,11.7,0.0,46.8,263.9
valley_2014_07,valley,2014,7,20.3,13.7,0.0,48.2,250.7
valley_2014_08,valley,2014,8,17.8,12.5,0.0,109.4,184.3
valley_2014_09,valley,2014,9,19.1,11.9,0.0,8.0,174.2
valley_2014_10,valley,2014,10,15.4,10.7,0.0,158.6,88.0
valley_2014_11,valley,2014,11,12.4,6.7,0.0,59.0,88.4
valley_2014_12,valley,2014,12,9.6,5.3,1.0,68.4,43.6
valley_2015_01,valley,2015,1,8.3,3.9,4.0,76.6,60.4
valley_2015_02,valley,2015,2,7.6,2.9,5.0,34.0,86.2
valley_2015_03,valley,2015,3,9.4,3.9,2.0,59.0,147.1
valley_2015_04,valley,2015,4,12.6,5.0,1.0,36.0,232.7
valley_2015_05,valley,2015,5,13.1,7.9,0.0,111.0,185.1
valley_2015_06,valley,2015,6,16.6,10.2,0.0,28.2,238.7
valley_2015_07,valley,2015,7,17.6,12.5,0.0,66.4,186.7
valley_2015_08,valley,2015,8,18.3,12.5,0.0,68.8,204.1
valley_2015_09,valley,2015,9,16.9,9.9,0.0,45.2,187.8
valley_2015_10,valley,2015,10,14.9,8.7,0.0,60.2,105.2
valley_2015_11,valley,2015,11,12.9,8.2,0.0,134.4,35.4
valley_2015_12,valley,2015,12,12.3,7.8,0.0,254.2,26.1
valley_2016_01,valley,2016,1,9.4,5.2,1.0,110.4,44.8
valley_2016_02,valley,2016,2,8.4,3.7,3.0,81.2,76.2
valley_2016_03,valley,2016,3,9.4,4.0,2.0,56.6,126.8
valley_2016_04,valley,2016,4,11.1,5.3,0.0,81.0,188.0
valley_2016_05,valley,2016,5,15.9,9.2,0.0,46.8,250.8
valley_2016_06,valley,2016,6,18.0,12.0,0.0,72.0,205.3
valley_2016_07,valley,2016,7,18.2,13.3,0.0,71.6,149.1
valley_2016_08,valley,2016,8,19.1,13.7,0.0,61.8,167.7
valley_2016_09,valley,2016,9,18.0,13.3,0.0,94.6,129.0
valley_2016_10,valley,2016,10,14.6,8.6,0.0,25.0,80.0
valley_2016_11,valley,2016,11,10.0,4.8,4.0,81.6,77.8
valley_2016_12,valley,2016,12,10.7,6.1,2.0,75.8,40.3
valley_2017_01,valley,2017,1,8.8,4.2,6.0,38.6,49.8
valley_2017_02,valley,2017,2,9.2,4.6,3.0,104.0,49.2
valley_2017_03,valley,2017,3,11.0,6.0,0.0,76.8,109.6
valley_2017_04,valley,2017,4,12.0,6.8,0.0,17.0,117.9
valley_2017_05,valley,2017,5,17.0,9.7,0.0,31.4,250.0
valley_2017_06,valley,2017,6,17.6,12.6,0.0,129.2,155.7
valley_2017_07,valley,2017,7,18.8,12.8,0.0,78.8,194.9
valley_2017_08,valley,2017,8,18.1,13.3,0.0,60.0,175.3
valley_2017_09,valley,2017,9,16.6,11.5,0.0,86.2,113.1
valley_2017_10,valley,2017,10,15.2,10.9,0.0,65.8,60.7
valley_2017_11,valley,2017,11,10.9,6.5,0.0,104.0,48.6
valley_2017_12,valley,2017,12,9.0,4.5,2.0,79.2,34.5
valley_2018_01,valley,2018,1,8.5,3.5,4.0,88.6,59.5
valley_2018_02,valley,2018,2,7.2,1.6,10.0,62.0,115.4
valley_2018_03,valley,2018,3,8.2,2.5,7.0,94.8,108.3
valley_2018_04,valley,2018,4,12.3,6.4,0.0,65.0,140.6
valley_2018_05,valley,2018,5,15.8,9.1,0.0,29.0,231.6
valley_2018_06,valley,2018,6,20.2,11.7,0.0,10.8,291.8
valley_2018_07,valley,2018,7,21.0,13.5,0.0,49.0,265.3
valley_2018_08,valley,2018,8,18.6,13.2,0.0,37.4,131.8
valley_2018_09,valley,2018,9,16.3,11.4,0.0,87.0,131.8
valley_2018_10,valley,2018,10,13.9,8.6,2.0,97.6,101.6
valley_2018_11,valley,2018,11,11.5,6.6,0.0,139.2,69.1
valley_2018_12,valley,2018,12,10.3,6.8,1.0,112.8,19.8
valley_2019_01,valley,2019,1,8.4,4.4,2.0,38.2,34.8
valley_2019_02,valley,2019,2,10.7,5.3,3.0,50.4,110.2
valley_2019_03,valley,2019,3,10.3,5.9,0.0,96.0,103.5
valley_2019_04,valley,2019,4,13.7,6.5,0.0,67.2,138.8
valley_2019_05,valley,2019,5,14.3,8.1,0.0,39.2,203.5
valley_2019_06,valley,2019,6,17.1,11.3,0.0,60.8,204.6
valley_2019_07,valley,2019,7,19.5,13.6,0.0,32.2,181.5
valley_2019_08,valley,2019,8,19.3,14.1,0.0,60.8,179.6
valley_2019_09,valley,2019,9,17.7,11.6,0.0,86.2,141.5
valley_2019_10,valley,2019,10,13.6,8.5,0.0,147.8,95.7
valley_2019_11,valley,2019,11,9.9,5.1,1.0,93.0,49.4
valley_2019_12,valley,2019,12,9.7,5.8,2.0,60.2,44.2
valley_2020_01,valley,2020,1,9.3,5.1,2.0,72.8,48.0
valley_2020_02,valley,2020,2,9.2,5.1,0.0,113.4,71.8
valley_2020_03,valley,2020,3,10.2,4.4,0.0,31.0,167.2
valley_2020_04,valley,2020,4,14.7,6.9,0.0,12.8,219.7
valley_2020_05,valley,2020,5,16.6,8.7,0.0,7.2,312.3
valley_2020_06,valley,2020,6,17.9,11.7,0.0,76.4,137.6
valley_2020_07,valley,2020,7,17.3,12.5,0.0,99.4,128.1
valley_2020_08,valley,2020,8,19.2,13.9,0.0,119.2,155.4
valley_2020_09,valley,2020,9,17.2,11.2,0.0,60.6,158.8
valley_2020_10,valley,2020,10,13.6,9.3,0.0,116.0,90.6
valley_2020_11,valley,2020,11,12.3,7.4,0.0,84.8,44.3
valley_2020_12,valley,2020,12,8.8,4.3,2.0,150.6,34.4
valley_2021_01,valley,2021,1,7.2,2.5,8.0,110.2,41.1
valley_2021_02,valley,2021,2,8.3,3.9,6.0,89.0,92.8
valley_2021_03,valley,2021,3,10.0,4.8,4.0,42.4,116.3
valley_2021_04,valley,2021,4,11.6,3.7,3.0,15.8,250.3
valley_2021_05,valley,2021,5,13.8,7.5,0.0,107.8,209.2
valley_2021_06,valley,2021,6,17.4,11.6,0.0,25.2,201.3
valley_2021_07,valley,2021,7,21.2,13.8,0.0,27.2,228.5
valley_2021_08,valley,2021,8,19.1,13.1,0.0,45.6,156.6
valley_2021_09,valley,2021,9,19.1,13.0,0.0,95.2,117.5
valley_2021_10,valley,2021,10,14.9,10.9,0.0,201.2,83.6
valley_2021_11,valley,2021,11,11.8,7.8,0.0,46.8,50.0
valley_2021_12,valley,2021,12,9.8,5.2,3.0,100.2,38.4
valley_2022_01,valley,2022,1,9.3,4.8,0.0,25.2,67.4
valley_2022_02,valley,2022,2,10.1,5.8,0.0,86.6,76.0
valley_2022_03,valley,2022,3,12.3,4.8,1.0,32.8,193.3
valley_2022_04,valley,2022,4,13.1,5.9,1.0,44.8,180.2
valley_2022_05,valley,2022,5,15.4,10.0,0.0,47.2,187.2
valley_2022_06,valley,2022,6,17.5,11.3,0.0,23.8,238.2
valley_2022_07,valley,2022,7,20.4,13.6,0.0,16.8,198.7
valley_2022_08,valley,2022,8,21.1,13.8,0.0,41.2,243.7
valley_2022_09,valley,2022,9,18.1,12.0,0.0,95.2,127.6
valley_2022_10,valley,2022,10,16.0,11.1,0.0,116.0,117.5
valley_2022_11,valley,2022,11,12.9,8.4,0.0,125.8,67.4
valley_2022_12,valley,2022,12,8.3,3.4,7.0,91.8,49.8
valley_2023_01,valley,2023,1,9.2,5.0,4.0,82.0,67.1
valley_2023_02,valley,2023,2,9.7,5.4,0.0,23.2,70.8
valley_2023_03,valley,2023,3,9.6,4.9,3.0,96.6,86.3
valley_2023_04,valley,2023,4,12.4,6.3,0.0,36.0,172.8
valley_2023_05,valley,2023,5,16.6,9.7,0.0,27.4,277.6
valley_2023_06,valley,2023,6,21.1,13.1,0.0,24.4,286.9
valley_2023_07,valley,2023,7,18.6,13.6,0.0,112.8,158.3
valley_2023_08,valley,2023,8,18.9,13.9,0.0,114.2,165.1
valley_2023_09,valley,2023,9,19.7,13.8,0.0,134.0,144.8
valley_2023_10,valley,2023,10,15.1,10.3,0.0,136.2,95.1
valley_2023_11,valley,2023,11,11.5,7.1,1.0,75.4,44.3
valley_2023_12,valley,2023,12,10.6,6.6,2.0,124.0,28.0
valley_2024_01,valley,2024,1,8.4,4.4,3.0,111.2,63.0
valley_2024_02,valley,2024,2,10.0,5.9,0.0,76.6,65.2
valley_2024_03,valley,2024,3,10.8,5.7,0.0,106.4,114.2
valley_2024_04,valley,2024,4,12.3,7.0,0.0,82.8,138.0
valley_2024_05,valley,2024,5,17.0,10.5,0.0,44.8,172.4
valley_2024_06,valley,2024,6,16.8,10.8,0.0,30.4,215.1
valley_2024_07,valley,2024,7,18.0,12.5,0.0,72.0,165.1
valley_2024_08,valley,2024,8,18.7,13.7,0.0,49.4,189.6
valley_2024_09,valley,2024,9,17.0,11.6,0.0,94.2,142.5
valley_2024_10,valley,2024,10,14.9,9.8,0.0,75.2,104.8
valley_2024_11,valley,2024,11,12.0,6.6,2.0,49.0,36.8
valley_2024_12,valley,2024,12,10.4,6.6,1.0,119.2,24.0
valley_2025_01,valley,2025,1,7.8,3.4,4.0,123.4,55.4
valley_2025_02,valley,2025,2,8.8,4.6,2.0,38.2,95.0
valley_2025_03,valley,2025,3,12.0,5.4,2.0,21.8,178.8
valley_2025_04,valley,2025,4,15.2,7.2,0.0,68.2,232.1
valley_2025_05,valley,2025,5,16.8,9.1,0.0,31.0,317.3
valley_2025_06,valley,2025,6,18.2,12.7,0.0,83.4,167.5
valley_2025_07,valley,2025,7,20.2,14.3,0.0,28.4,199.9
valley_2025_08,valley,2025,8,20.8,14.4,0.0,26.4,225.0
valley_2025_09,valley,2025,9,17.2,11.7,0.0,148.6,135.5
valley_2025_10,valley,2025,10,14.4,10.1,0.0,74.0,41.5
valley_2025_11,valley,2025,11,12.0,7.6,1.0,184.2,52.3
valley_2025_12,valley,2025,12,10.1,6.4,0.0,141.6,62.6
valley_2026_01,valley,2026,1,8.7,3.5,1.0,89.6,70.8
valley_2026_02,valley,2026,2,9.0,5.3,1.0,76.0,37.4
valley_2026_03,valley,2026,3,11.3,5.7,1.0,51.4,143.8
valley_2026_04,valley,2026,4,14.4,6.5,0.0,29.8,243.9
valley_2026_05,valley,2026,5,16.2,9.8,0.0,34.0,223.7
armagh_1990_01,armagh,1990,1,9.0,3.3,1.0,88.1,58.6
armagh_1990_02,armagh,1990,2,8.7,2.6,2.0,153.7,61.0
armagh_1990_03,armagh,1990,3,11.3,5.3,2.0,39.8,88.9
armagh_1990_04,armagh,1990,4,12.2,3.5,1.0,48.5,149.4
armagh_1990_05,armagh,1990,5,17.1,7.5,0.0,42.6,165.0
armagh_1990_06,armagh,1990,6,16.9,9.0,0.0,69.5,135.5
armagh_1990_07,armagh,1990,7,20.2,11.4,0.0,31.8,214.9
armagh_1990_08,armagh,1990,8,19.5,12.6,0.0,90.6,104.3
armagh_1990_09,armagh,1990,9,16.1,8.0,0.0,23.1,120.0
armagh_1990_10,armagh,1990,10,13.5,8.2,0.0,147.7,77.2
armagh_1990_11,armagh,1990,11,9.5,3.2,7.0,51.0,73.0
armagh_1990_12,armagh,1990,12,7.2,1.2,9.0,97.3,46.1
armagh_1991_01,armagh,1991,1,6.3,0.7,14.0,64.0,69.4
armagh_1991_02,armagh,1991,2,6.3,-0.3,14.0,33.3,48.4
armagh_1991_03,armagh,1991,3,10.7,3.9,4.0,85.8,87.2
armagh_1991_04,armagh,1991,4,11.3,4.5,0.0,90.0,147.0
armagh_1991_05,armagh,1991,5,15.4,7.1,1.0,6.6,143.6
armagh_1991_06,armagh,1991,6,15.7,8.0,0.0,57.0,114.3
armagh_1991_07,armagh,1991,7,20.1,12.7,0.0,20.1,132.5
armagh_1991_08,armagh,1991,8,20.1,12.0,0.0,26.0,153.0
armagh_1991_09,armagh,1991,9,18.4,9.1,0.0,39.4,163.2
armagh_1991_10,armagh,1991,10,12.3,6.5,0.0,82.1,70.8
armagh_1991_11,armagh,1991,11,9.4,3.4,4.0,84.2,63.8
armagh_1991_12,armagh,1991,12,8.8,3.5,3.0,91.2,31.2
armagh_1992_01,armagh,1992,1,7.2,2.4,7.0,59.0,26.8
armagh_1992_02,armagh,1992,2,9.1,2.5,6.0,40.2,55.5
armagh_1992_03,armagh,1992,3,10.4,4.5,0.0,95.7,71.9
armagh_1992_04,armagh,1992,4,11.3,4.8,0.0,70.7,79.5
armagh_1992_05,armagh,1992,5,16.6,7.9,0.0,36.8,179.2
armagh_1992_06,armagh,1992,6,19.5,10.5,0.0,52.2,158.6
armagh_1992_07,armagh,1992,7,18.9,11.3,0.0,59.4,112.9
armagh_1992_08,armagh,1992,8,17.3,10.3,0.0,146.4,143.3
armagh_1992_09,armagh,1992,9,15.3,8.0,0.0,64.2,85.9
armagh_1992_10,armagh,1992,10,11.0,4.0,2.0,47.6,85.5
armagh_1992_11,armagh,1992,11,10.0,4.1,2.0,101.3,57.8
armagh_1992_12,armagh,1992,12,7.0,0.9,9.0,63.2,40.4
armagh_1993_01,armagh,1993,1,8.4,3.0,2.0,90.3,40.4
armagh_1993_02,armagh,1993,2,8.9,4.1,4.0,17.5,24.8
armagh_1993_03,armagh,1993,3,9.8,3.2,7.0,39.0,77.4
armagh_1993_04,armagh,1993,4,12.7,5.5,0.0,82.3,112.1
armagh_1993_05,armagh,1993,5,14.5,6.5,0.0,129.8,121.2
armagh_1993_06,armagh,1993,6,17.6,10.6,0.0,64.9,88.3
armagh_1993_07,armagh,1993,7,17.4,11.2,0.0,78.8,92.6
armagh_1993_08,armagh,1993,8,17.5,10.1,0.0,57.8,140.4
armagh_1993_09,armagh,1993,9,15.7,8.6,0.0,97.7,96.4
armagh_1993_10,armagh,1993,10,11.0,4.1,5.0,40.1,87.0
armagh_1993_11,armagh,1993,11,8.5,2.4,8.0,45.1,56.8
armagh_1993_12,armagh,1993,12,7.3,2.3,5.0,141.9,34.0
armagh_1994_01,armagh,1994,1,7.7,1.9,9.0,90.7,53.1
armagh_1994_02,armagh,1994,2,6.1,0.1,13.0,107.8,48.6
armagh_1994_03,armagh,1994,3,9.9,3.8,0.0,86.8,106.4
armagh_1994_04,armagh,1994,4,11.7,3.5,1.0,66.7,174.4
armagh_1994_05,armagh,1994,5,13.8,5.9,0.0,39.7,142.2
armagh_1994_06,armagh,1994,6,16.4,9.3,0.0,37.6,102.9
armagh_1994_07,armagh,1994,7,19.5,11.8,0.0,59.2,127.5
armagh_1994_08,armagh,1994,8,17.9,10.3,0.0,62.4,113.4
armagh_1994_09,armagh,1994,9,15.8,8.3,0.0,63.2,110.5
armagh_1994_10,armagh,1994,10,13.5,6.7,0.0,38.4,112.9
armagh_1994_11,armagh,1994,11,12.5,6.3,0.0,56.0,60.6
armagh_1994_12,armagh,1994,12,8.9,3.2,4.0,109.5,49.9
armagh_1995_01,armagh,1995,1,7.6,1.4,11.0,103.0,32.2
armagh_1995_02,armagh,1995,2,8.8,3.0,1.0,89.3,58.3
armagh_1995_03,armagh,1995,3,8.8,1.9,7.0,60.4,102.2
armagh_1995_04,armagh,1995,4,13.0,4.7,5.0,32.9,149.1
armagh_1995_05,armagh,1995,5,14.9,6.6,0.0,25.9,164.3
armagh_1995_06,armagh,1995,6,19.0,9.2,0.0,28.9,227.0
armagh_1995_07,armagh,1995,7,21.2,12.7,0.0,41.5,150.9
armagh_1995_08,armagh,1995,8,23.8,12.5,0.0,10.4,242.7
armagh_1995_09,armagh,1995,9,17.1,9.1,0.0,60.3,124.4
armagh_1995_10,armagh,1995,10,15.4,9.1,0.0,134.6,105.1
armagh_1995_11,armagh,1995,11,11.0,5.2,3.0,152.0,60.5
armagh_1995_12,armagh,1995,12,5.6,1.0,11.0,39.9,31.5
armagh_1996_01,armagh,1996,1,7.9,4.3,5.0,77.0,24.1
armagh_1996_02,armagh,1996,2,7.2,-0.4,17.0,65.9,109.4
armagh_1996_03,armagh,1996,3,7.8,2.9,2.0,48.5,47.6
armagh_1996_04,armagh,1996,4,12.5,4.8,4.0,93.2,116.4
armagh_1996_05,armagh,1996,5,13.3,4.4,2.0,78.9,170.5
armagh_1996_06,armagh,1996,6,18.2,9.1,0.0,23.0,184.9
armagh_1996_07,armagh,1996,7,19.2,11.2,0.0,54.1,138.4
armagh_1996_08,armagh,1996,8,18.4,11.0,0.0,83.5,100.7
armagh_1996_09,armagh,1996,9,17.6,9.1,0.0,27.5,142.8
armagh_1996_10,armagh,1996,10,14.1,8.1,0.0,76.1,72.1
armagh_1996_11,armagh,1996,11,8.8,2.3,12.0,76.1,72.0
armagh_1996_12,armagh,1996,12,6.3,1.4,10.0,48.2,41.9
armagh_1997_01,armagh,1997,1,6.7,2.2,10.0,18.9,20.5
armagh_1997_02,armagh,1997,2,9.6,2.8,3.0,94.6,75.9
armagh_1997_03,armagh,1997,3,11.7,4.5,6.0,29.2,88.6
armagh_1997_04,armagh,1997,4,13.2,5.4,1.0,34.6,81.9
armagh_1997_05,armagh,1997,5,15.6,6.9,1.0,84.6,201.9
armagh_1997_06,armagh,1997,6,16.5,9.1,0.0,91.6,136.6
armagh_1997_07,armagh,1997,7,19.5,11.9,0.0,95.3,122.5
armagh_1997_08,armagh,1997,8,21.0,13.3,0.0,43.0,185.0
armagh_1997_09,armagh,1997,9,16.9,9.3,0.0,35.6,145.9
armagh_1997_10,armagh,1997,10,13.7,7.2,0.0,67.4,87.0
armagh_1997_11,armagh,1997,11,11.3,6.3,1.0,82.2,47.3
armagh_1997_12,armagh,1997,12,9.1,3.5,4.0,85.5,36.3
armagh_1998_01,armagh,1998,1,7.6,2.4,8.0,111.6,55.0
armagh_1998_02,armagh,1998,2,11.1,5.7,0.0,15.6,61.0
armagh_1998_03,armagh,1998,3,11.0,5.2,0.0,51.3,60.1
armagh_1998_04,armagh,1998,4,11.0,4.0,6.0,76.8,133.5
armagh_1998_05,armagh,1998,5,16.0,8.0,0.0,37.6,137.7
armagh_1998_06,armagh,1998,6,16.9,9.5,0.0,84.8,137.1
armagh_1998_07,armagh,1998,7,17.9,11.3,0.0,85.6,127.2
armagh_1998_08,armagh,1998,8,19.0,11.7,0.0,55.1,156.3
armagh_1998_09,armagh,1998,9,17.3,10.5,0.0,53.4,106.9
armagh_1998_10,armagh,1998,10,13.3,7.2,0.0,118.4,105.7
armagh_1998_11,armagh,1998,11,9.9,4.2,2.0,70.2,66.6
armagh_1998_12,armagh,1998,12,9.2,3.5,5.0,89.9,34.5
armagh_1999_01,armagh,1999,1,7.6,2.3,5.0,107.3,45.3
armagh_1999_02,armagh,1999,2,8.4,3.0,4.0,50.9,62.3
armagh_1999_03,armagh,1999,3,11.0,3.7,3.0,38.9,128.3
armagh_1999_04,armagh,1999,4,13.3,5.8,5.0,63.6,160.8
armagh_1999_05,armagh,1999,5,15.6,8.5,0.0,48.2,120.6
armagh_1999_06,armagh,1999,6,16.5,9.2,0.0,40.2,126.9
armagh_1999_07,armagh,1999,7,20.7,12.4,0.0,39.6,187.3
armagh_1999_08,armagh,1999,8,18.9,11.7,0.0,65.1,117.9
armagh_1999_09,armagh,1999,9,17.5,11.4,0.0,158.9,106.9
armagh_1999_10,armagh,1999,10,13.6,7.9,0.0,30.5,92.6
armagh_1999_11,armagh,1999,11,10.6,4.7,1.0,79.7,52.4
armagh_1999_12,armagh,1999,12,7.4,1.7,6.0,153.6,39.1
armagh_2000_01,armagh,2000,1,8.0,2.4,6.0,29.3,41.9
armagh_2000_02,armagh,2000,2,9.3,2.9,3.0,79.0,78.9
armagh_2000_03,armagh,2000,3,11.1,4.6,2.0,28.2,82.9
armagh_2000_04,armagh,2000,4,10.9,3.3,5.0,105.6,138.5
armagh_2000_05,armagh,2000,5,16.6,6.5,0.0,45.2,233.1
armagh_2000_06,armagh,2000,6,18.0,10.0,0.0,51.5,140.7
armagh_2000_07,armagh,2000,7,20.1,10.9,0.0,13.4,119.1
armagh_2000_08,armagh,2000,8,20.5,11.5,0.0,110.6,167.7
armagh_2000_09,armagh,2000,9,17.6,10.6,0.0,89.6,114.6
armagh_2000_10,armagh,2000,10,13.0,6.8,0.0,109.1,96.8
armagh_2000_11,armagh,2000,11,9.0,3.4,1.0,102.1,42.1
armagh_2000_12,armagh,2000,12,7.6,2.6,11.0,115.8,32.2
armagh_2001_01,armagh,2001,1,6.2,-0.1,13.0,35.6,63.6
armagh_2001_02,armagh,2001,2,8.4,0.9,13.0,43.0,87.5
armagh_2001_03,armagh,2001,3,8.4,1.7,9.0,55.4,117.2
armagh_2001_04,armagh,2001,4,11.7,3.8,2.0,63.3,124.8
armagh_2001_05,armagh,2001,5,17.4,7.5,0.0,51.7,196.7
armagh_2001_06,armagh,2001,6,17.0,9.4,0.0,51.5,125.8
armagh_2001_07,armagh,2001,7,19.4,11.5,0.0,41.1,121.2
armagh_2001_08,armagh,2001,8,19.5,11.7,0.0,88.1,152.2
armagh_2001_09,armagh,2001,9,17.2,9.8,0.0,52.2,117.8
armagh_2001_10,armagh,2001,10,15.3,9.8,0.0,80.2,90.7
armagh_2001_11,armagh,2001,11,11.0,5.6,0.0,41.6,35.6
armagh_2001_12,armagh,2001,12,7.8,0.5,15.0,43.1,77.0
armagh_2002_01,armagh,2002,1,9.8,3.8,4.0,78.9,52.1
armagh_2002_02,armagh,2002,2,9.6,3.2,2.0,110.5,84.4
armagh_2002_03,armagh,2002,3,11.6,3.8,5.0,56.5,122.7
armagh_2002_04,armagh,2002,4,13.0,5.1,2.0,113.2,170.6
armagh_2002_05,armagh,2002,5,15.5,7.2,0.0,107.8,167.7
armagh_2002_06,armagh,2002,6,16.9,10.2,0.0,76.7,128.4
armagh_2002_07,armagh,2002,7,17.9,11.2,0.0,102.8,102.0
armagh_2002_08,armagh,2002,8,19.7,11.9,0.0,41.4,119.4
armagh_2002_09,armagh,2002,9,17.8,9.8,0.0,39.9,119.9
armagh_2002_10,armagh,2002,10,12.7,5.9,1.0,158.0,79.4
armagh_2002_11,armagh,2002,11,11.4,6.0,0.0,133.9,62.0
armagh_2002_12,armagh,2002,12,7.5,3.1,6.0,50.8,36.9
armagh_2003_01,armagh,2003,1,7.6,1.7,11.0,70.4,61.1
armagh_2003_02,armagh,2003,2,8.2,1.2,11.0,53.4,88.1
armagh_2003_03,armagh,2003,3,12.4,2.0,8.0,32.1,146.1
armagh_2003_04,armagh,2003,4,14.3,5.1,3.0,31.5,169.4
armagh_2003_05,armagh,2003,5,14.7,7.4,0.0,108.6,144.4
armagh_2003_06,armagh,2003,6,18.3,10.3,0.0,89.3,170.5
armagh_2003_07,armagh,2003,7,19.8,13.1,0.0,78.7,108.9
armagh_2003_08,armagh,2003,8,21.1,11.7,0.0,17.4,183.6
armagh_2003_09,armagh,2003,9,17.7,9.6,0.0,52.2,114.3
armagh_2003_10,armagh,2003,10,12.8,5.2,3.0,31.6,96.8
armagh_2003_11,armagh,2003,11,11.0,4.8,0.0,64.6,89.0
armagh_2003_12,armagh,2003,12,8.4,2.2,8.0,53.8,51.7
armagh_2004_01,armagh,2004,1,8.1,2.6,7.0,79.1,51.1
armagh_2004_02,armagh,2004,2,8.9,1.3,14.0,27.1,100.0
armagh_2004_03,armagh,2004,3,10.9,3.1,5.0,58.5,131.0
armagh_2004_04,armagh,2004,4,12.9,5.5,0.0,53.3,150.8
armagh_2004_05,armagh,2004,5,16.5,7.0,0.0,51.9,181.3
armagh_2004_06,armagh,2004,6,19.0,11.1,0.0,67.5,144.2
armagh_2004_07,armagh,2004,7,18.5,11.1,0.0,49.7,140.6
armagh_2004_08,armagh,2004,8,20.2,12.5,0.0,100.7,166.2
armagh_2004_09,armagh,2004,9,17.3,10.7,0.0,77.5,118.0
armagh_2004_10,armagh,2004,10,12.6,5.7,1.0,143.3,99.1
armagh_2004_11,armagh,2004,11,10.9,6.2,2.0,36.6,43.4
armagh_2004_12,armagh,2004,12,9.4,3.5,4.0,54.2,50.7
armagh_2005_01,armagh,2005,1,9.2,3.6,3.0,86.7,44.4
armagh_2005_02,armagh,2005,2,8.3,2.0,6.0,39.4,71.1
armagh_2005_03,armagh,2005,3,11.4,4.2,5.0,47.2,82.8
armagh_2005_04,armagh,2005,4,12.5,4.4,1.0,53.1,139.6
armagh_2005_05,armagh,2005,5,15.1,6.1,0.0,76.7,178.4
armagh_2005_06,armagh,2005,6,18.7,10.9,0.0,37.8,114.0
armagh_2005_07,armagh,2005,7,19.6,12.2,0.0,66.9,118.5
armagh_2005_08,armagh,2005,8,19.3,11.7,0.0,56.8,140.2
armagh_2005_09,armagh,2005,9,18.0,11.0,0.0,68.0,106.4
armagh_2005_10,armagh,2005,10,14.8,8.8,0.0,91.5,72.1
armagh_2005_11,armagh,2005,11,10.0,2.8,9.0,47.1,78.8
armagh_2005_12,armagh,2005,12,8.6,3.0,7.0,67.9,32.2
armagh_2006_01,armagh,2006,1,8.1,2.0,7.0,29.8,39.5
armagh_2006_02,armagh,2006,2,8.5,1.0,12.0,29.8,86.6
armagh_2006_03,armagh,2006,3,9.5,2.1,8.0,90.5,87.0
armagh_2006_04,armagh,2006,4,12.7,4.0,3.0,45.2,164.2
armagh_2006_05,armagh,2006,5,15.6,6.9,0.0,95.7,179.2
armagh_2006_06,armagh,2006,6,20.3,10.4,0.0,14.6,186.0
armagh_2006_07,armagh,2006,7,23.4,12.7,0.0,57.9,228.3
armagh_2006_08,armagh,2006,8,19.3,11.7,0.0,62.1,103.3
armagh_2006_09,armagh,2006,9,18.8,11.3,0.0,112.4,116.5
armagh_2006_10,armagh,2006,10,15.7,8.5,0.0,113.7,98.5
armagh_2006_11,armagh,2006,11,10.9,4.0,2.0,82.4,85.1
armagh_2006_12,armagh,2006,12,9.1,3.6,4.0,93.8,51.4
armagh_2007_01,armagh,2007,1,9.6,3.4,6.0,78.2,56.3
armagh_2007_02,armagh,2007,2,9.5,2.1,7.0,44.7,76.0
armagh_2007_03,armagh,2007,3,10.9,2.8,5.0,66.8,112.8
armagh_2007_04,armagh,2007,4,16.4,6.1,0.0,16.1,203.6
armagh_2007_05,armagh,2007,5,16.4,6.9,0.0,49.8,237.9
armagh_2007_06,armagh,2007,6,18.7,10.3,0.0,135.3,126.1
armagh_2007_07,armagh,2007,7,18.8,10.9,0.0,131.0,150.0
armagh_2007_08,armagh,2007,8,18.9,11.6,0.0,109.8,118.2
armagh_2007_09,armagh,2007,9,17.2,10.1,0.0,25.8,120.7
armagh_2007_10,armagh,2007,10,15.6,7.9,1.0,25.8,100.1
armagh_2007_11,armagh,2007,11,11.5,6.1,4.0,58.5,36.8
armagh_2007_12,armagh,2007,12,9.6,3.0,4.0,80.6,45.2
armagh_2008_01,armagh,2008,1,8.8,3.1,4.0,133.5,41.3
armagh_2008_02,armagh,2008,2,10.2,1.7,9.0,33.4,90.4
armagh_2008_03,armagh,2008,3,10.1,2.4,5.0,90.2,124.8
armagh_2008_04,armagh,2008,4,12.8,3.9,4.0,19.8,187.1
armagh_2008_05,armagh,2008,5,18.3,8.1,0.0,20.4,239.2
armagh_2008_06,armagh,2008,6,18.1,9.4,0.0,43.8,160.4
armagh_2008_07,armagh,2008,7,19.6,12.0,0.0,94.9,114.6
armagh_2008_08,armagh,2008,8,18.6,12.4,0.0,151.2,69.0
