obs_id,station_id,year,month,tmax_c,tmin_c,af_days,rain_mm,sun_hours
heathrow_1990_01,heathrow,1990,1,10.2,4.4,0.0,71.1,57.6
heathrow_1990_02,heathrow,1990,2,11.7,5.3,1.0,92.3,94.3
heathrow_1990_03,heathrow,1990,3,13.6,4.8,1.0,6.9,154.6
heathrow_1990_04,heathrow,1990,4,14.6,4.2,3.0,29.7,245.0
heathrow_1990_05,heathrow,1990,5,20.5,9.0,0.0,4.1,287.0
heathrow_1990_06,heathrow,1990,6,19.5,10.8,0.0,39.5,132.5
heathrow_1990_07,heathrow,1990,7,24.7,13.2,0.0,6.9,273.2
heathrow_1990_08,heathrow,1990,8,26.0,14.7,0.0,26.8,249.3
heathrow_1990_09,heathrow,1990,9,19.7,10.0,0.0,24.9,173.4
heathrow_1990_10,heathrow,1990,10,16.9,9.6,0.0,49.7,122.5
heathrow_1990_11,heathrow,1990,11,10.7,5.1,0.0,22.1,70.0
heathrow_1990_12,heathrow,1990,12,7.6,2.5,7.0,51.4,47.8
heathrow_1991_01,heathrow,1991,1,7.3,1.8,3.0,69.7,68.4
heathrow_1991_02,heathrow,1991,2,5.4,-1.3,16.0,34.7,48.5
heathrow_1991_03,heathrow,1991,3,12.5,5.3,2.0,25.9,102.7
heathrow_1991_04,heathrow,1991,4,13.1,4.8,2.0,52.8,158.5
heathrow_1991_05,heathrow,1991,5,15.7,7.7,0.0,9.1,138.7
heathrow_1991_06,heathrow,1991,6,17.8,9.7,0.0,88.6,135.0
heathrow_1991_07,heathrow,1991,7,23.2,14.4,0.0,92.9,218.6
heathrow_1991_08,heathrow,1991,8,24.1,14.4,0.0,26.0,241.7
heathrow_1991_09,heathrow,1991,9,21.4,11.5,0.0,43.7,183.0
heathrow_1991_10,heathrow,1991,10,14.6,7.6,0.0,18.5,87.1
heathrow_1991_11,heathrow,1991,11,10.6,4.2,5.0,59.3,59.2
heathrow_1991_12,heathrow,1991,12,8.3,1.7,12.0,12.0,60.7
heathrow_1992_01,heathrow,1992,1,7.5,2.0,11.0,12.6,56.0
heathrow_1992_02,heathrow,1992,2,9.5,2.3,8.0,17.7,50.3
heathrow_1992_03,heathrow,1992,3,11.8,4.9,0.0,38.5,61.8
heathrow_1992_04,heathrow,1992,4,14.0,5.6,1.0,57.1,129.7
heathrow_1992_05,heathrow,1992,5,21.0,10.2,0.0,94.5,271.9
heathrow_1992_06,heathrow,1992,6,22.5,12.3,0.0,22.5,213.7
heathrow_1992_07,heathrow,1992,7,22.5,14.2,0.0,62.3,158.6
heathrow_1992_08,heathrow,1992,8,21.7,13.6,0.0,84.7,149.2
heathrow_1992_09,heathrow,1992,9,18.9,11.0,0.0,77.3,127.5
heathrow_1992_10,heathrow,1992,10,12.5,5.3,3.0,59.4,112.6
heathrow_1992_11,heathrow,1992,11,12.0,4.8,2.0,86.9,61.6
heathrow_1992_12,heathrow,1992,12,7.8,1.6,12.0,35.9,49.1
heathrow_1993_01,heathrow,1993,1,10.3,3.5,4.0,63.1,37.8
heathrow_1993_02,heathrow,1993,2,7.2,2.5,2.0,2.4,51.0
heathrow_1993_03,heathrow,1993,3,11.8,3.3,4.0,16.0,128.4
heathrow_1993_04,heathrow,1993,4,14.6,6.8,0.0,75.3,126.9
heathrow_1993_05,heathrow,1993,5,18.0,8.8,0.0,31.8,176.6
heathrow_1993_06,heathrow,1993,6,21.8,12.2,0.0,43.9,224.2
heathrow_1993_07,heathrow,1993,7,21.6,12.6,0.0,35.0,174.6
heathrow_1993_08,heathrow,1993,8,21.6,11.7,0.0,23.8,219.4
heathrow_1993_09,heathrow,1993,9,17.5,9.8,0.0,96.3,104.5
heathrow_1993_10,heathrow,1993,10,13.0,7.0,1.0,123.0,117.0
heathrow_1993_11,heathrow,1993,11,8.8,2.4,11.0,29.5,71.3
heathrow_1993_12,heathrow,1993,12,9.2,3.6,3.0,73.8,52.4
heathrow_1994_01,heathrow,1994,1,9.3,2.8,6.0,80.0,73.4
heathrow_1994_02,heathrow,1994,2,7.7,1.2,8.0,42.6,72.0
heathrow_1994_03,heathrow,1994,3,12.3,5.1,1.0,40.0,126.4
heathrow_1994_04,heathrow,1994,4,13.3,5.1,1.0,52.8,175.0
heathrow_1994_05,heathrow,1994,5,16.0,8.2,0.0,80.6,158.3
heathrow_1994_06,heathrow,1994,6,21.5,11.2,0.0,17.0,265.0
heathrow_1994_07,heathrow,1994,7,26.2,15.2,0.0,16.9,267.1
heathrow_1994_08,heathrow,1994,8,23.0,13.8,0.0,32.2,180.9
heathrow_1994_09,heathrow,1994,9,17.8,10.8,0.0,86.3,109.7
heathrow_1994_10,heathrow,1994,10,15.4,7.7,0.0,76.0,141.0
heathrow_1994_11,heathrow,1994,11,13.6,8.4,0.0,43.1,42.7
heathrow_1994_12,heathrow,1994,12,10.7,4.0,6.0,63.3,60.8
heathrow_1995_01,heathrow,1995,1,8.9,2.2,6.0,113.7,59.6
heathrow_1995_02,heathrow,1995,2,10.7,4.4,1.0,71.9,70.9
heathrow_1995_03,heathrow,1995,3,11.2,2.0,7.0,49.5,194.5
heathrow_1995_04,heathrow,1995,4,15.0,6.1,3.0,16.9,199.5
heathrow_1995_05,heathrow,1995,5,19.0,8.2,0.0,30.0,234.4
heathrow_1995_06,heathrow,1995,6,20.7,10.8,0.0,11.1,187.7
heathrow_1995_07,heathrow,1995,7,26.3,15.2,0.0,20.3,247.1
heathrow_1995_08,heathrow,1995,8,27.0,15.6,0.0,0.3,295.3
heathrow_1995_09,heathrow,1995,9,19.2,10.7,0.0,95.0,142.4
heathrow_1995_10,heathrow,1995,10,18.3,10.2,0.0,19.2,129.9
heathrow_1995_11,heathrow,1995,11,12.0,5.1,4.0,28.5,76.2
heathrow_1995_12,heathrow,1995,12,5.8,1.0,13.0,82.8,44.7
heathrow_1996_01,heathrow,1996,1,7.2,3.1,5.0,41.5,25.3
heathrow_1996_02,heathrow,1996,2,6.8,0.1,17.0,49.0,100.3
heathrow_1996_03,heathrow,1996,3,8.6,2.1,9.0,31.4,75.9
heathrow_1996_04,heathrow,1996,4,14.3,5.5,3.0,25.0,147.5
heathrow_1996_05,heathrow,1996,5,15.1,5.9,0.0,25.8,182.6
heathrow_1996_06,heathrow,1996,6,22.8,11.3,0.0,12.0,282.7
heathrow_1996_07,heathrow,1996,7,24.2,13.2,0.0,28.8,233.7
heathrow_1996_08,heathrow,1996,8,23.1,13.4,0.0,45.8,217.6
heathrow_1996_09,heathrow,1996,9,19.2,10.7,0.0,22.0,142.0
heathrow_1996_10,heathrow,1996,10,16.6,8.9,0.0,35.4,142.3
heathrow_1996_11,heathrow,1996,11,10.5,2.7,9.0,91.0,107.5
heathrow_1996_12,heathrow,1996,12,6.2,1.4,11.0,13.0,57.6
heathrow_1997_01,heathrow,1997,1,5.5,0.2,13.0,10.3,59.3
heathrow_1997_02,heathrow,1997,2,10.8,4.0,4.0,55.1,58.1
heathrow_1997_03,heathrow,1997,3,13.8,5.3,0.0,11.4,151.0
heathrow_1997_04,heathrow,1997,4,15.6,5.4,1.0,9.8,218.5
heathrow_1997_05,heathrow,1997,5,18.7,8.5,1.0,28.2,259.2
heathrow_1997_06,heathrow,1997,6,20.2,12.2,0.0,78.6,151.6
heathrow_1997_07,heathrow,1997,7,23.5,13.9,0.0,34.6,241.1
heathrow_1997_08,heathrow,1997,8,25.8,16.6,0.0,70.5,194.2
heathrow_1997_09,heathrow,1997,9,20.9,11.8,0.0,6.8,190.3
heathrow_1997_10,heathrow,1997,10,15.9,7.5,3.0,44.9,166.0
heathrow_1997_11,heathrow,1997,11,12.5,6.2,2.0,47.1,67.3
heathrow_1997_12,heathrow,1997,12,9.5,4.2,4.0,47.4,48.0
heathrow_1998_01,heathrow,1998,1,9.2,3.5,3.0,68.6,65.2
heathrow_1998_02,heathrow,1998,2,11.6,3.5,5.0,6.6,113.1
heathrow_1998_03,heathrow,1998,3,12.1,5.7,1.0,51.1,84.9
heathrow_1998_04,heathrow,1998,4,12.7,5.7,0.0,82.6,115.4
heathrow_1998_05,heathrow,1998,5,19.6,10.2,0.0,31.9,228.2
heathrow_1998_06,heathrow,1998,6,19.9,12.0,0.0,89.6,158.4
heathrow_1998_07,heathrow,1998,7,21.4,13.0,0.0,26.9,184.3
heathrow_1998_08,heathrow,1998,8,23.5,12.7,0.0,16.6,262.6
heathrow_1998_09,heathrow,1998,9,20.4,12.7,0.0,101.2,149.1
heathrow_1998_10,heathrow,1998,10,14.7,8.6,0.0,103.8,96.7
heathrow_1998_11,heathrow,1998,11,9.6,3.4,4.0,57.0,78.5
heathrow_1998_12,heathrow,1998,12,9.7,3.8,7.0,49.2,42.4
heathrow_1999_01,heathrow,1999,1,9.4,3.8,3.0,68.7,53.7
heathrow_1999_02,heathrow,1999,2,8.8,2.8,7.0,21.1,90.1
heathrow_1999_03,heathrow,1999,3,12.2,5.0,2.0,25.6,122.5
heathrow_1999_04,heathrow,1999,4,14.9,6.3,1.0,35.0,167.8
heathrow_1999_05,heathrow,1999,5,19.1,10.2,0.0,35.8,184.9
heathrow_1999_06,heathrow,1999,6,20.3,11.0,0.0,98.2,239.1
heathrow_1999_07,heathrow,1999,7,24.9,14.3,0.0,8.6,275.9
heathrow_1999_08,heathrow,1999,8,22.8,14.0,0.0,124.8,199.8
heathrow_1999_09,heathrow,1999,9,21.3,13.2,0.0,86.7,165.0
heathrow_1999_10,heathrow,1999,10,15.6,7.9,0.0,49.2,160.5
heathrow_1999_11,heathrow,1999,11,11.3,5.9,0.0,31.2,79.0
heathrow_1999_12,heathrow,1999,12,8.7,2.4,7.0,77.2,75.3
heathrow_2000_01,heathrow,2000,1,8.6,2.4,7.0,16.5,78.6
heathrow_2000_02,heathrow,2000,2,10.4,3.8,5.0,62.2,102.5
heathrow_2000_03,heathrow,2000,3,12.1,4.9,1.0,16.0,120.4
heathrow_2000_04,heathrow,2000,4,12.9,5.4,0.0,99.6,135.8
heathrow_2000_05,heathrow,2000,5,18.0,9.6,0.0,87.2,202.9
heathrow_2000_06,heathrow,2000,6,21.0,12.8,0.0,19.2,169.5
heathrow_2000_07,heathrow,2000,7,21.0,12.8,0.0,52.8,174.7
heathrow_2000_08,heathrow,2000,8,23.2,14.0,0.0,32.3,211.4
heathrow_2000_09,heathrow,2000,9,20.1,12.5,0.0,105.8,132.1
heathrow_2000_10,heathrow,2000,10,14.7,8.5,0.0,155.4,98.0
heathrow_2000_11,heathrow,2000,11,11.0,4.5,1.0,99.5,74.9
heathrow_2000_12,heathrow,2000,12,9.0,4.6,5.0,73.9,50.0
heathrow_2001_01,heathrow,2001,1,7.1,1.8,9.0,75.2,87.0
heathrow_2001_02,heathrow,2001,2,9.2,2.8,5.0,69.6,92.3
heathrow_2001_03,heathrow,2001,3,9.5,3.8,3.0,95.3,78.2
heathrow_2001_04,heathrow,2001,4,12.8,5.4,0.0,66.5,138.5
heathrow_2001_05,heathrow,2001,5,18.8,9.1,0.0,26.0,228.0
heathrow_2001_06,heathrow,2001,6,20.8,11.3,0.0,39.1,248.0
heathrow_2001_07,heathrow,2001,7,24.3,14.5,0.0,35.2,229.1
heathrow_2001_08,heathrow,2001,8,23.5,14.5,0.0,79.0,210.9
heathrow_2001_09,heathrow,2001,9,18.1,10.8,0.0,59.6,143.3
heathrow_2001_10,heathrow,2001,10,17.6,11.3,0.0,108.2,109.9
heathrow_2001_11,heathrow,2001,11,11.3,4.4,3.0,33.8,88.3
heathrow_2001_12,heathrow,2001,12,7.3,1.4,11.0,17.8,93.3
heathrow_2002_01,heathrow,2002,1,9.5,3.5,6.0,51.0,53.4
heathrow_2002_02,heathrow,2002,2,11.3,4.8,2.0,64.0,91.4
heathrow_2002_03,heathrow,2002,3,12.4,5.1,2.0,37.6,111.3
heathrow_2002_04,heathrow,2002,4,15.7,6.1,0.0,38.4,220.5
heathrow_2002_05,heathrow,2002,5,17.3,9.4,0.0,66.4,192.2
heathrow_2002_06,heathrow,2002,6,20.1,11.6,0.0,74.2,191.5
heathrow_2002_07,heathrow,2002,7,22.3,13.5,0.0,67.2,193.9
heathrow_2002_08,heathrow,2002,8,23.3,14.7,0.0,36.3,190.4
heathrow_2002_09,heathrow,2002,9,20.3,11.5,0.0,20.0,178.2
heathrow_2002_10,heathrow,2002,10,15.3,8.4,0.0,61.6,109.2
heathrow_2002_11,heathrow,2002,11,12.4,7.0,0.0,151.0,66.1
heathrow_2002_12,heathrow,2002,12,9.0,5.2,0.0,119.0,34.1
heathrow_2003_01,heathrow,2003,1,8.0,2.3,10.0,73.6,93.6
heathrow_2003_02,heathrow,2003,2,8.4,1.8,10.0,20.8,101.2
heathrow_2003_03,heathrow,2003,3,13.6,4.4,0.0,16.4,176.9
heathrow_2003_04,heathrow,2003,4,15.7,6.3,3.0,30.0,198.0
heathrow_2003_05,heathrow,2003,5,18.2,9.0,0.0,39.1,205.5
heathrow_2003_06,heathrow,2003,6,23.3,13.3,0.0,47.6,245.5
heathrow_2003_07,heathrow,2003,7,24.2,14.7,0.0,28.8,213.9
heathrow_2003_08,heathrow,2003,8,26.4,15.7,0.0,10.4,255.3
heathrow_2003_09,heathrow,2003,9,21.9,10.8,0.0,8.4,206.7
heathrow_2003_10,heathrow,2003,10,14.5,6.4,0.0,35.2,160.7
heathrow_2003_11,heathrow,2003,11,12.6,6.7,1.0,113.8,88.2
heathrow_2003_12,heathrow,2003,12,8.8,3.2,3.0,51.4,58.0
heathrow_2004_01,heathrow,2004,1,8.8,3.1,8.0,71.9,64.0
heathrow_2004_02,heathrow,2004,2,8.7,3.8,7.0,26.2,65.3
heathrow_2004_03,heathrow,2004,3,10.8,3.9,3.0,29.5,102.7
heathrow_2004_04,heathrow,2004,4,14.9,6.3,0.0,68.8,155.0
heathrow_2004_05,heathrow,2004,5,18.2,9.5,0.0,45.0,208.2
heathrow_2004_06,heathrow,2004,6,22.1,12.6,0.0,40.4,236.0
heathrow_2004_07,heathrow,2004,7,22.7,13.3,0.0,37.6,201.5
heathrow_2004_08,heathrow,2004,8,23.8,15.1,0.0,107.8,213.3
heathrow_2004_09,heathrow,2004,9,20.8,12.5,0.0,18.8,182.7
heathrow_2004_10,heathrow,2004,10,15.3,9.1,0.0,96.6,101.2
heathrow_2004_11,heathrow,2004,11,11.2,6.2,2.0,29.6,60.8
heathrow_2004_12,heathrow,2004,12,8.8,2.9,5.0,46.4,48.2
heathrow_2005_01,heathrow,2005,1,9.5,3.8,1.0,21.6,72.1
heathrow_2005_02,heathrow,2005,2,7.3,2.5,7.0,19.7,62.4
heathrow_2005_03,heathrow,2005,3,11.5,4.5,7.0,43.6,96.7
heathrow_2005_04,heathrow,2005,4,14.6,6.2,1.0,30.0,153.0
heathrow_2005_05,heathrow,2005,5,17.7,8.5,0.0,19.8,228.3
heathrow_2005_06,heathrow,2005,6,22.8,12.9,0.0,32.6,219.3
heathrow_2005_07,heathrow,2005,7,23.3,14.1,0.0,45.8,202.5
heathrow_2005_08,heathrow,2005,8,23.2,13.0,0.0,42.4,250.4
heathrow_2005_09,heathrow,2005,9,21.4,12.7,0.0,47.5,143.9
heathrow_2005_10,heathrow,2005,10,17.8,11.3,0.0,73.4,89.9
heathrow_2005_11,heathrow,2005,11,10.7,3.5,8.0,29.2,93.3
heathrow_2005_12,heathrow,2005,12,8.2,1.9,8.0,44.4,65.7
heathrow_2006_01,heathrow,2006,1,7.6,2.9,6.0,16.8,51.4
heathrow_2006_02,heathrow,2006,2,7.2,1.7,5.0,41.2,62.9
heathrow_2006_03,heathrow,2006,3,9.4,2.8,10.0,44.6,91.2
heathrow_2006_04,heathrow,2006,4,14.1,6.0,0.0,33.4,132.3
heathrow_2006_05,heathrow,2006,5,18.0,9.8,0.0,91.6,128.2
heathrow_2006_06,heathrow,2006,6,23.7,12.9,0.0,11.8,225.3
heathrow_2006_07,heathrow,2006,7,28.2,16.7,0.0,23.6,266.4
heathrow_2006_08,heathrow,2006,8,22.2,13.5,0.0,68.8,140.2
heathrow_2006_09,heathrow,2006,9,22.7,14.5,0.0,78.2,153.9
heathrow_2006_10,heathrow,2006,10,17.8,11.2,0.0,64.4,106.3
heathrow_2006_11,heathrow,2006,11,12.7,5.4,2.0,98.0,97.0
heathrow_2006_12,heathrow,2006,12,9.7,4.5,5.0,63.6,41.2
heathrow_2007_01,heathrow,2007,1,10.5,5.1,2.0,56.0,56.6
heathrow_2007_02,heathrow,2007,2,9.9,3.9,5.0,92.9,59.3
heathrow_2007_03,heathrow,2007,3,12.5,4.4,2.0,43.8,164.7
heathrow_2007_04,heathrow,2007,4,18.9,7.7,0.0,3.6,224.6
heathrow_2007_05,heathrow,2007,5,17.9,9.7,0.0,80.0,149.6
heathrow_2007_06,heathrow,2007,6,21.2,12.6,0.0,63.8,139.7
heathrow_2007_07,heathrow,2007,7,21.4,13.1,0.0,115.2,159.9
heathrow_2007_08,heathrow,2007,8,21.5,12.9,0.0,41.0,192.6
heathrow_2007_09,heathrow,2007,9,19.9,11.4,0.0,17.4,141.1
heathrow_2007_10,heathrow,2007,10,15.4,8.5,0.0,37.8,98.4
heathrow_2007_11,heathrow,2007,11,11.4,4.6,3.0,84.8,81.3
heathrow_2007_12,heathrow,2007,12,8.9,3.1,9.0,44.6,61.4
heathrow_2008_01,heathrow,2008,1,10.4,4.7,0.0,69.0,60.2
heathrow_2008_02,heathrow,2008,2,11.0,2.0,7.0,15.4,130.0
heathrow_2008_03,heathrow,2008,3,10.6,3.7,2.0,69.8,85.7
heathrow_2008_04,heathrow,2008,4,13.7,5.2,2.0,63.4,140.3
heathrow_2008_05,heathrow,2008,5,19.8,10.5,0.0,64.2,162.6
heathrow_2008_06,heathrow,2008,6,20.8,11.9,0.0,45.6,201.9
heathrow_2008_07,heathrow,2008,7,22.8,13.7,0.0,76.8,172.5
heathrow_2008_08,heathrow,2008,8,21.5,14.2,0.0,64.4,104.3
heathrow_2008_09,heathrow,2008,9,18.5,11.2,0.0,43.0,110.7
heathrow_2008_10,heathrow,2008,10,15.0,6.8,1.0,45.0,134.4
heathrow_2008_11,heathrow,2008,11,10.7,5.2,2.0,58.8,42.2
heathrow_2008_12,heathrow,2008,12,7.3,1.7,11.0,41.2,65.1
heathrow_2009_01,heathrow,2009,1,6.8,0.3,13.0,72.4,63.2
heathrow_2009_02,heathrow,2009,2,7.8,2.1,10.0,69.6,59.2
heathrow_2009_03,heathrow,2009,3,12.9,3.7,2.0,30.0,158.5
heathrow_2009_04,heathrow,2009,4,16.1,7.2,0.0,28.0,172.8
heathrow_2009_05,heathrow,2009,5,19.1,9.4,0.0,29.8,193.9
heathrow_2009_06,heathrow,2009,6,22.4,12.2,0.0,34.0,192.8
heathrow_2009_07,heathrow,2009,7,23.0,13.7,0.0,71.4,155.8
heathrow_2009_08,heathrow,2009,8,23.9,14.1,0.0,39.6,167.6
heathrow_2009_09,heathrow,2009,9,20.5,12.0,0.0,36.0,137.3
heathrow_2009_10,heathrow,2009,10,16.3,9.3,0.0,39.4,84.7
heathrow_2009_11,heathrow,2009,11,12.6,7.4,0.0,148.0,62.4
heathrow_2009_12,heathrow,2009,12,7.0,1.3,12.0,84.6,60.3
heathrow_2010_01,heathrow,2010,1,4.5,-0.3,15.0,51.8,51.3
heathrow_2010_02,heathrow,2010,2,6.9,1.7,8.0,100.4,46.7
heathrow_2010_03,heathrow,2010,3,11.1,3.7,4.0,39.8,106.4
heathrow_2010_04,heathrow,2010,4,15.8,5.6,0.0,23.2,201.7
heathrow_2010_05,heathrow,2010,5,17.3,7.7,0.0,20.6,170.4
heathrow_2010_06,heathrow,2010,6,23.5,12.1,0.0,12.4,220.1
heathrow_2010_07,heathrow,2010,7,25.0,15.1,0.0,18.0,161.8
heathrow_2010_08,heathrow,2010,8,21.6,13.2,0.0,88.6,110.9
heathrow_2010_09,heathrow,2010,9,19.4,11.2,0.0,38.2,128.7
heathrow_2010_10,heathrow,2010,10,15.2,8.3,1.0,74.8,104.0
heathrow_2010_11,heathrow,2010,11,9.1,4.0,7.0,32.2,50.0
heathrow_2010_12,heathrow,2010,12,3.9,-1.5,21.0,21.4,18.5
heathrow_2011_01,heathrow,2011,1,7.4,2.8,8.0,76.8,35.6
heathrow_2011_02,heathrow,2011,2,10.2,4.8,1.0,42.8,36.2
heathrow_2011_03,heathrow,2011,3,12.3,3.8,4.0,14.6,126.4
heathrow_2011_04,heathrow,2011,4,19.7,8.6,0.0,2.4,218.0
heathrow_2011_05,heathrow,2011,5,19.4,9.4,0.0,24.6,218.0
heathrow_2011_06,heathrow,2011,6,20.7,11.0,0.0,84.0,173.5
heathrow_2011_07,heathrow,2011,7,21.7,12.6,0.0,49.8,173.6
heathrow_2011_08,heathrow,2011,8,21.8,13.4,0.0,68.8,144.1
heathrow_2011_09,heathrow,2011,9,21.3,12.4,0.0,35.0,161.2
heathrow_2011_10,heathrow,2011,10,18.1,10.1,0.0,18.4,140.4
heathrow_2011_11,heathrow,2011,11,13.6,7.3,0.0,29.0,52.5
heathrow_2011_12,heathrow,2011,12,9.9,3.8,4.0,63.0,60.6
heathrow_2012_01,heathrow,2012,1,9.8,3.4,7.0,34.4,68.5
heathrow_2012_02,heathrow,2012,2,8.0,1.3,12.0,16.8,84.9
heathrow_2012_03,heathrow,2012,3,14.7,4.7,0.0,16.2,180.3
heathrow_2012_04,heathrow,2012,4,13.3,4.9,1.0,98.4,141.7
heathrow_2012_05,heathrow,2012,5,18.2,9.7,0.0,25.4,166.6
heathrow_2012_06,heathrow,2012,6,19.4,11.6,0.0,110.8,118.5
heathrow_2012_07,heathrow,2012,7,21.3,13.2,0.0,71.8,161.6
heathrow_2012_08,heathrow,2012,8,23.5,14.3,0.0,36.4,182.6
heathrow_2012_09,heathrow,2012,9,20.0,10.3,0.0,41.2,178.9
heathrow_2012_10,heathrow,2012,10,14.2,8.0,0.0,88.4,85.6
heathrow_2012_11,heathrow,2012,11,11.0,4.6,1.0,71.8,75.4
heathrow_2012_12,heathrow,2012,12,9.0,2.6,10.0,95.8,58.0
heathrow_2013_01,heathrow,2013,1,6.5,2.0,13.0,50.1,34.5
heathrow_2013_02,heathrow,2013,2,6.7,1.2,4.0,32.8,64.9
heathrow_2013_03,heathrow,2013,3,6.9,1.2,11.0,52.8,62.3
heathrow_2013_04,heathrow,2013,4,13.5,4.7,3.0,34.0,162.8
heathrow_2013_05,heathrow,2013,5,16.4,7.7,0.0,41.8,163.3
heathrow_2013_06,heathrow,2013,6,20.3,11.2,0.0,11.6,157.5
heathrow_2013_07,heathrow,2013,7,27.0,15.2,0.0,25.2,268.2
heathrow_2013_08,heathrow,2013,8,24.3,14.3,0.0,32.6,198.7
heathrow_2013_09,heathrow,2013,9,19.7,11.1,0.0,49.6,118.9
heathrow_2013_10,heathrow,2013,10,17.0,10.6,0.0,81.4,89.6
heathrow_2013_11,heathrow,2013,11,10.4,4.7,1.0,50.0,80.4
heathrow_2013_12,heathrow,2013,12,10.2,3.5,3.0,98.2,51.3
heathrow_2014_01,heathrow,2014,1,10.0,3.8,1.0,162.4,68.3
heathrow_2014_02,heathrow,2014,2,10.6,4.4,0.0,89.8,91.7
heathrow_2014_03,heathrow,2014,3,14.1,4.4,1.0,27.8,161.4
heathrow_2014_04,heathrow,2014,4,16.1,7.5,0.0,58.0,156.9
heathrow_2014_05,heathrow,2014,5,18.0,9.8,0.0,84.6,178.8
heathrow_2014_06,heathrow,2014,6,22.1,12.5,0.0,40.8,220.2
heathrow_2014_07,heathrow,2014,7,25.8,15.0,0.0,50.0,246.4
heathrow_2014_08,heathrow,2014,8,21.7,12.7,0.0,97.6,183.6
heathrow_2014_09,heathrow,2014,9,21.5,12.8,0.0,10.8,134.6
heathrow_2014_10,heathrow,2014,10,17.6,11.0,0.0,76.0,103.8
heathrow_2014_11,heathrow,2014,11,12.5,6.9,1.0,128.4,51.1
heathrow_2014_12,heathrow,2014,12,9.2,3.0,7.0,37.8,71.6
heathrow_2015_01,heathrow,2015,1,8.8,1.6,10.0,63.4,62.0
heathrow_2015_02,heathrow,2015,2,8.0,1.8,8.0,38.6,63.9
heathrow_2015_03,heathrow,2015,3,11.6,4.1,1.0,24.0,140.7
heathrow_2015_04,heathrow,2015,4,16.3,6.0,0.0,16.2,212.1
heathrow_2015_05,heathrow,2015,5,17.6,8.8,0.0,41.6,189.0
heathrow_2015_06,heathrow,2015,6,22.2,11.4,0.0,12.2,197.0
heathrow_2015_07,heathrow,2015,7,23.7,13.8,0.0,71.8,189.7
heathrow_2015_08,heathrow,2015,8,22.2,14.1,0.0,116.8,134.1
heathrow_2015_09,heathrow,2015,9,18.6,10.2,0.0,50.0,162.3
heathrow_2015_10,heathrow,2015,10,15.8,9.3,0.0,39.8,94.2
heathrow_2015_11,heathrow,2015,11,13.4,8.0,2.0,48.2,27.7
heathrow_2015_12,heathrow,2015,12,13.7,8.9,0.0,39.4,35.0
heathrow_2016_01,heathrow,2016,1,9.5,3.0,5.0,74.8,54.8
heathrow_2016_02,heathrow,2016,2,9.4,2.9,5.0,43.8,86.8
heathrow_2016_03,heathrow,2016,3,10.7,3.2,3.0,72.8,123.3
heathrow_2016_04,heathrow,2016,4,13.5,4.9,0.0,47.2,170.0
heathrow_2016_05,heathrow,2016,5,19.0,9.7,0.0,60.4,192.7
heathrow_2016_06,heathrow,2016,6,20.7,12.7,0.0,93.4,101.7
heathrow_2016_07,heathrow,2016,7,24.0,14.5,0.0,16.0,182.8
heathrow_2016_08,heathrow,2016,8,24.7,14.6,0.0,21.6,201.4
heathrow_2016_09,heathrow,2016,9,22.4,13.7,0.0,42.2,122.1
heathrow_2016_10,heathrow,2016,10,15.9,8.7,0.0,21.6,105.6
heathrow_2016_11,heathrow,2016,11,10.5,3.8,3.0,86.4,77.4
heathrow_2016_12,heathrow,2016,12,10.2,3.4,7.0,10.4,55.1
heathrow_2017_01,heathrow,2017,1,7.6,0.7,15.0,60.2,64.5
heathrow_2017_02,heathrow,2017,2,10.0,4.4,1.0,38.2,47.8
heathrow_2017_03,heathrow,2017,3,14.1,6.6,0.0,25.8,116.3
heathrow_2017_04,heathrow,2017,4,15.8,5.9,0.0,4.6,186.2
heathrow_2017_05,heathrow,2017,5,19.8,10.4,0.0,64.8,164.8
heathrow_2017_06,heathrow,2017,6,24.0,13.9,0.0,46.4,204.3
heathrow_2017_07,heathrow,2017,7,23.8,14.9,0.0,90.0,178.0
heathrow_2017_08,heathrow,2017,8,22.0,13.5,0.0,58.6,174.9
heathrow_2017_09,heathrow,2017,9,19.2,11.0,0.0,59.0,120.1
heathrow_2017_10,heathrow,2017,10,17.1,10.3,0.0,9.2,84.6
heathrow_2017_11,heathrow,2017,11,11.1,4.5,2.0,34.2,66.7
heathrow_2017_12,heathrow,2017,12,8.7,2.9,7.0,81.2,43.8
heathrow_2018_01,heathrow,2018,1,9.7,3.8,1.0,58.0,46.5
heathrow_2018_02,heathrow,2018,2,6.7,0.6,12.0,29.0,92.0
heathrow_2018_03,heathrow,2018,3,9.8,3.0,6.0,81.2,70.3
heathrow_2018_04,heathrow,2018,4,15.5,7.9,0.0,65.2,113.4
heathrow_2018_05,heathrow,2018,5,20.8,9.8,0.0,58.4,248.3
heathrow_2018_06,heathrow,2018,6,24.2,13.1,0.0,0.4,234.5
heathrow_2018_07,heathrow,2018,7,28.3,16.4,0.0,14.8,272.5
heathrow_2018_08,heathrow,2018,8,24.5,14.5,0.0,48.2,182.1
heathrow_2018_09,heathrow,2018,9,20.9,11.0,0.0,29.4,195.0
heathrow_2018_10,heathrow,2018,10,16.5,8.5,1.0,61.0,137.0
heathrow_2018_11,heathrow,2018,11,12.2,5.8,1.0,73.8,72.9
heathrow_2018_12,heathrow,2018,12,10.7,5.2,2.0,60.6,40.3
